tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
5.2,-0.3,10.2,0.0,,,,,,
1.4,-0.7,6.1,0.0,,,,,,
1.2,-2.0,4.4,0.0,,,,,,
4.8,2.6,5.6,0.5,,,,,,
1.0,-1.2,4.9,0.0,,,,,,
-4.8,-6.5,-0.8,0.0,,,,,,
-5.0,-7.6,-1.3,0.0,,,,,,
-2.8,-5.3,1.1,0.0,,,,,,
0.6,-2.8,5.9,0.0,,,,,,
3.0,1.6,5.7,0.0,,,,,,
-1.7,-4.0,2.2,0.0,,344.0,17.7,,,
-5.5,-6.5,-1.6,0.0,,,,,,
-2.3,-6.0,1.5,0.0,,,,,,
-1.7,-3.7,1.3,0.0,,,,,,
-0.2,-3.1,3.6,0.0,,,,,,
0.6,-2.6,4.2,0.0,,,,,,
-4.1,-5.7,-1.5,0.0,,,,,,
-3.2,-5.3,-1.0,0.0,,,,,,
0.7,-3.0,3.9,0.0,,,,,,
-2.0,-3.5,1.5,0.0,,,,,,
0.1,-5.0,4.7,0.0,,,,,,
2.9,0.8,6.2,0.0,,,,,,
3.2,-0.3,8.5,0.0,,,,,,
2.7,-0.4,8.3,0.0,,,,,,
2.8,-0.8,6.1,0.0,,,,,,
2.1,-0.4,5.6,0.0,,,,,,
3.3,-1.4,6.5,0.0,,,,,,
4.4,1.5,8.6,0.0,,,9.9,,,
-1.2,-4.3,6.3,0.0,,,,,,
-1.6,-4.9,1.3,0.0,,,,,,
-2.9,-5.7,-0.3,0.0,,,,,,
0.5,-2.2,2.3,0.0,,,,,,
0.4,-1.9,3.6,0.0,,,,,,
-0.1,-3.4,5.5,0.0,,,9.2,,,
1.4,-1.0,5.7,0.0,,,,,,
2.9,-0.7,7.8,0.0,,,,,,
5.9,3.1,8.3,0.0,,,,,,
-0.9,-3.2,6.6,0.0,,,,,,
-3.1,-5.1,-1.8,0.0,,349.0,19.2,,,
1.3,-4.0,7.2,0.0,,,,,,
5.2,2.3,7.7,0.0,,,,,,
5.5,4.0,9.1,0.0,,,,,,
4.4,1.1,8.2,0.0,,,,,,
4.8,1.2,8.5,0.0,,,,,,
4.5,0.9,9.3,0.0,,,,,,
5.9,3.3,9.0,0.0,,,,,,
4.2,2.2,7.2,0.0,,,,,,
1.4,0.4,4.3,0.0,,,,,,
3.0,-0.4,9.9,0.0,,,,,,
1.6,-0.5,6.3,0.0,,,,,,
-1.7,-3.4,1.4,0.0,,,,,,
-0.6,-3.8,4.7,0.0,,,,,,
2.9,-1.1,8.3,0.0,,,,,,
3.0,2.0,3.6,1.5,,,,,,
0.7,-0.6,3.4,0.0,,,,,,
1.9,-2.6,7.0,0.0,,,,,,
4.6,1.0,8.7,0.0,,,,,,
8.5,4.5,16.5,0.0,,,,,,
8.3,3.1,13.7,0.0,,,,,,
11.7,6.1,16.1,0.0,,,,,,
12.5,7.8,18.1,0.0,,,,,,
7.6,5.2,12.1,0.0,,,,,,
6.6,4.5,9.4,1.5,,,10.4,,,
7.7,4.0,12.2,0.0,,,,,,
10.9,6.3,14.2,0.0,,,,,,
9.5,7.9,13.2,0.0,,,,,,
8.2,5.0,12.6,0.0,,,,,,
7.0,4.5,10.9,0.0,,,,,,
6.7,3.9,12.4,2.3,,,,,,
8.1,5.0,11.3,0.0,,,,,,
6.2,4.5,9.3,0.0,,,,,,
4.7,2.2,8.2,0.0,,,,,,
5.7,1.8,10.5,0.0,,,,,,
9.3,4.8,13.9,0.0,,,,,,
8.0,5.7,11.4,0.0,,,,,,
7.1,3.0,12.0,0.0,,,,,,
9.0,6.3,11.8,0.0,,,,,,
9.3,6.1,13.3,0.0,,,,,,
8.3,5.6,12.6,1.6,,,,,,
13.4,6.7,19.1,0.0,,,,,,
14.8,11.6,20.1,0.0,,,,,,
10.0,6.6,15.2,0.0,,,,,,
13.8,8.8,19.2,0.0,,,,,,
13.1,10.1,16.6,0.0,,,,,,
8.8,6.9,12.2,24.1,,,,,,
11.6,8.1,17.5,19.4,,,,,,
9.9,8.7,12.9,0.0,,,,,,
7.5,6.2,10.0,0.0,,,,,,
8.0,5.0,12.0,0.0,,,,,,
9.4,6.1,13.0,0.0,,,,,,
9.8,6.2,13.6,0.0,,,,,,
9.5,7.3,11.6,0.0,,,,,,
10.7,8.0,14.9,0.0,,,,,,
15.2,8.2,21.2,0.0,,,,,,
13.6,8.5,19.1,0.0,,,,,,
13.9,10.9,18.0,0.0,,,,,,
10.9,7.3,13.9,0.0,,292.0,26.4,,,
14.1,10.9,18.4,0.0,,258.0,20.0,,,
12.0,9.8,16.0,0.0,,200.0,20.9,,,
11.3,7.9,14.7,0.0,,,,,,
11.4,9.0,15.3,0.0,,,,,,
9.5,8.6,11.5,2.3,,,,,,
8.9,6.1,11.3,0.0,,,,,,
8.3,6.0,10.8,0.0,,,,,,
9.9,4.4,14.8,0.0,,,,,,
12.5,7.7,17.3,0.0,,,,,,
12.5,9.3,17.0,0.0,,169.0,10.8,,,
11.9,8.4,15.9,0.7,,,,,,
10.9,8.5,13.0,15.0,,,,,,
14.6,10.0,19.3,0.0,,351.0,14.7,,,
16.4,12.8,20.1,0.0,,99.0,14.0,,,
11.8,10.6,13.9,0.6,,151.0,11.0,,,
12.7,10.7,16.4,0.0,,,7.1,,,
16.2,10.0,23.5,0.0,,,,,,
18.1,13.9,21.1,0.0,,,,,,
15.8,12.4,18.9,0.0,,,7.4,,,
15.3,11.5,20.4,0.0,,336.0,10.8,,,
14.8,11.0,18.1,0.0,,,10.7,,,
16.0,11.7,21.6,0.0,,,,,,
16.4,14.0,20.6,0.0,,,,,,
18.0,13.7,21.5,0.0,,,,,,
16.4,13.7,20.5,0.0,,150.0,11.9,,,
13.2,11.6,16.4,0.0,,,,,,
15.4,10.4,20.2,0.0,,,,,,
15.5,13.0,18.4,1.6,,,,,,
12.9,11.6,15.4,1.0,,,,,,
14.5,11.2,21.1,0.2,,,,,,
19.2,12.8,25.4,0.0,,,,,,
21.8,16.1,26.9,0.0,,,,,,
22.0,18.1,26.0,0.0,,,,,,
22.9,19.3,24.8,0.0,,,,,,
21.7,16.7,27.2,0.0,,,,,,
22.2,16.9,25.8,0.0,,,,,,
23.4,19.6,27.0,0.0,,,,,,
23.4,20.4,26.1,0.0,,,,,,
22.2,17.3,26.4,0.0,,,,,,
20.9,17.1,24.9,0.0,,,,,,
21.6,17.6,24.4,0.0,,,,,,
19.8,16.9,24.4,6.2,,,,,,
22.2,16.2,27.3,0.1,,,,,,
20.6,17.1,25.9,0.0,,,,,,
16.0,13.4,21.1,0.0,,,,,,
22.2,14.3,27.6,0.0,,,,,,
21.1,18.5,25.3,0.0,,,,,,
19.9,16.8,24.2,0.4,,,,,,
22.3,17.2,27.0,0.0,,,,,,
23.0,19.7,27.6,0.0,,,,,,
21.5,17.7,24.9,0.0,,,,,,
20.9,18.2,25.2,0.0,,,,,,
20.9,18.3,24.2,0.0,,,,,,
19.2,16.1,22.3,32.7,,,,,,
21.6,18.2,26.0,0.0,,,,,,
19.6,17.2,22.1,0.0,,,,,,
19.6,16.3,22.8,0.0,,,,,,
20.6,16.8,24.0,0.0,,,,,,
21.0,17.5,25.1,0.0,,,,,,
21.5,17.9,24.5,0.0,,,,,,
19.9,18.4,22.9,0.4,,,,,,
20.5,18.6,22.0,0.0,,,,,,
20.7,18.9,21.7,15.4,,,,,,
22.2,18.4,26.1,0.0,,,,,,
24.1,18.7,28.8,0.0,,,,,,
22.0,19.6,24.8,0.2,,,,,,
18.4,17.2,19.9,13.5,,,,,,
16.6,15.2,17.9,19.3,,,,,,
18.5,15.5,20.6,0.1,,,,,,
19.0,16.0,22.4,0.0,,,,,,
20.2,17.0,23.8,0.0,,,,,,
19.6,17.3,22.2,0.0,,,,,,
20.5,18.4,23.7,0.0,,,,,,
21.3,18.5,24.6,0.0,,,,,,
22.1,19.8,23.8,0.0,,,,,,
22.5,20.7,26.1,0.0,,,,,,
23.2,20.8,26.5,0.0,,,,,,
22.7,20.7,25.3,0.0,,,,,,
23.7,21.8,26.4,0.0,,,,,,
26.4,23.6,29.1,0.0,,,,,,
25.1,22.8,28.6,0.0,,,,,,
24.0,21.2,26.8,0.0,,,,,,
22.3,20.6,25.7,0.0,,,,,,
23.1,19.9,26.0,0.0,,,,,,
25.2,22.6,29.3,0.0,,,,,,
28.4,24.6,33.6,0.0,,,,,,
27.7,24.6,29.6,0.0,,,,,,
28.0,23.7,30.8,0.0,,,,,,
26.8,23.0,30.7,1.1,,,,,,
25.9,22.8,29.8,0.0,,,,,,
26.1,22.6,29.9,0.0,,,,,,
24.7,23.1,27.8,0.0,,,,,,
22.5,20.6,25.3,9.0,,,,,,
24.3,20.7,27.6,7.6,,,,,,
24.2,22.3,27.5,0.0,,,,,,
24.8,23.4,26.9,5.4,,,,,,
23.8,22.3,25.9,0.0,,,,,,
23.4,22.6,24.6,0.0,,,,,,
24.4,21.5,27.7,0.2,,,,,,
25.3,23.8,27.8,0.0,,,,,,
26.1,24.5,26.9,0.0,,,,,,
24.2,23.5,26.5,16.9,,,,,,
25.0,23.3,27.8,3.9,,,,,,
26.7,23.7,29.7,0.0,,,,,,
27.1,24.5,30.7,0.0,,,,,,
26.8,24.7,31.1,0.0,,,,,,
28.5,24.8,32.7,0.0,,,,,,
28.1,26.1,31.6,0.0,,,,,,
24.8,22.8,27.2,31.9,,,,,,
24.7,23.1,27.7,0.0,,,9.0,,,
25.1,22.8,28.4,0.0,,,,,,
23.2,20.4,25.7,0.0,,,,,,
22.9,20.2,25.3,0.0,,,,,,
22.2,19.4,24.9,0.0,,,,,,
22.6,19.4,26.3,0.0,,,,,,
23.3,20.6,26.4,0.0,,,,,,
23.1,20.6,26.3,0.0,,,,,,
23.2,19.7,26.4,0.0,,,,,,
24.0,21.8,26.2,0.6,,,6.9,,,
24.2,21.2,27.4,0.0,,,,,,
24.5,21.8,27.8,0.0,,,6.3,,,
24.6,21.2,28.1,0.0,,,,,,
25.1,23.7,28.4,0.1,,354.0,14.4,,,
24.4,22.1,27.8,0.0,,,,,,
23.9,20.5,28.3,0.0,,,,,,
24.5,21.7,27.5,0.0,,,,,,
24.9,22.3,28.9,0.1,,,,,,
25.4,23.5,28.8,0.0,,353.0,12.0,,,
23.8,21.0,27.8,0.0,,,,,,
24.3,20.7,29.1,0.0,,,,,,
23.8,22.6,25.4,0.0,,,,,,
23.2,20.8,26.9,0.0,,,,,,
24.0,20.1,28.4,0.0,,,,,,
25.4,23.1,29.2,0.0,,,,,,
26.9,23.3,31.8,0.0,,,,,,
26.3,22.3,30.0,0.0,,,,,,
27.5,24.1,33.4,0.0,,,,,,
27.7,25.6,30.8,0.0,,,,,,
25.0,23.5,27.9,0.0,,,,,,
22.8,19.6,26.5,0.0,,,,,,
21.2,15.4,25.9,0.9,,,,,,
21.7,19.1,24.5,0.0,,,,,,
22.0,19.3,25.8,0.0,,,,,,
24.6,21.6,29.4,0.0,,,,,,
23.3,21.1,25.9,0.0,,,,,,
23.8,20.4,27.9,0.0,,,,,,
21.9,18.4,25.9,0.0,,,,,,
20.5,15.0,24.3,0.1,,,,,,
21.7,18.6,25.4,0.0,,,,,,
22.2,19.8,26.4,0.0,,,,,,
21.5,19.3,25.1,0.0,,,,,,
21.4,17.4,25.7,0.0,,,,,,
22.6,18.1,26.3,0.0,,,,,,
22.6,20.1,26.0,0.0,,,,,,
18.8,15.6,22.1,0.0,,,,,,
18.3,15.8,21.9,0.0,,,,,,
20.3,17.4,24.9,0.0,,,,,,
21.3,17.9,25.5,0.0,,,,,,
22.5,18.3,28.2,0.0,,,,,,
24.1,19.5,29.4,0.0,,,,,,
23.5,21.1,26.5,0.0,,,,,,
22.0,20.0,25.3,0.0,,,,,,
20.3,15.6,23.7,14.4,,,,,,
16.4,14.5,18.6,19.1,,,,,,
19.1,15.2,23.1,0.0,,,10.4,,,
20.1,16.1,23.9,0.0,,,,,,
19.0,14.0,23.3,0.1,,263.0,16.7,,,
17.0,11.5,20.6,0.0,,,10.1,,,
13.8,11.1,20.4,0.0,,,,,,
16.2,11.2,19.5,0.0,,,,,,
18.4,15.7,23.0,0.0,,,,,,
14.8,12.4,17.0,0.0,,,,,,
13.5,11.1,15.2,1.2,,,,,,
15.3,11.8,18.8,0.0,,,,,,
17.0,12.7,20.3,0.0,,,,,,
18.2,16.6,19.9,0.0,,,,,,
18.6,16.9,20.2,0.0,,,,,,
19.4,17.8,20.8,0.0,,,,,,
13.6,10.5,18.5,0.0,,,,,,
16.1,12.2,18.6,8.2,,,,,,
9.3,6.1,15.3,0.0,,337.0,17.9,,,
18.0,10.3,22.3,0.0,,,,,,
18.2,15.4,22.0,0.0,,,,,,
9.8,8.5,15.5,0.0,,,,,,
8.0,6.3,9.8,0.0,,,,,,
7.4,4.7,10.8,0.0,,,,,,
5.8,4.5,8.2,0.0,,,,,,
6.2,3.3,9.8,0.0,,,,,,
10.1,5.3,12.5,0.0,,,,,,
6.7,4.0,11.6,8.6,,,,,,
2.7,1.5,4.5,0.0,,,,,,
2.7,0.9,5.3,0.9,,,,,,
1.3,-0.5,3.0,0.3,,,,,,
3.2,0.8,6.1,0.0,,,,,,
7.2,2.0,11.6,0.0,,,,,,
10.9,6.1,12.9,0.2,,,,,,
6.7,4.7,10.5,5.1,,,11.4,,,
4.1,2.2,5.4,0.0,,,,,,
5.8,2.6,9.1,0.0,,,,,,
2.3,0.7,4.8,0.0,,,,,,
2.3,-0.4,5.8,0.0,,,,,,
7.1,2.2,9.2,0.0,,,,,,
11.2,8.9,15.2,0.0,,,,,,
7.9,4.0,10.1,0.0,,343.0,18.8,,,
1.5,-0.5,4.2,0.0,,,,,,
6.1,-0.3,10.9,0.0,,,,,,
11.2,9.4,14.8,0.0,,,9.2,,,
10.1,6.8,12.5,0.0,,,,,,
4.3,2.4,7.3,0.0,,,,,,
2.9,0.7,5.2,0.0,,,,,,
3.2,0.5,5.3,0.0,,,,,,
2.6,0.3,4.0,0.0,,,,,,
3.6,-1.2,8.7,6.2,,,,,,
-3.3,-4.7,-1.0,0.8,,,,,,
-2.0,-4.0,0.6,0.0,,,,,,
3.7,-1.2,6.6,0.0,,,,,,
3.9,1.8,6.4,0.0,,,,,,
-1.1,-3.9,2.0,0.0,,,,,,
6.9,0.0,9.1,0.0,,,,,,
4.9,-0.3,9.2,0.7,,,,,,
0.4,-1.9,3.3,0.0,,,,,,
2.4,-1.0,5.8,6.4,,,,,,
-2.1,-3.9,3.5,1.2,,,,,,
3.2,-2.0,6.7,0.0,,,,,,
7.1,3.4,11.1,0.0,,,,,,
2.1,-1.2,5.8,0.0,,,,,,
5.4,2.0,9.3,0.0,,,,,,
5.0,3.0,7.7,0.0,,,,,,
8.2,4.0,10.5,0.0,,,,,,
10.0,8.3,10.9,0.0,,,,,,
7.5,2.0,10.7,0.0,,,,,,
-0.7,-3.2,2.2,0.0,,,,,,
-0.1,-1.0,1.2,0.0,,,,,,
-7.4,-9.6,-0.9,0.0,,7.0,32.0,,,
-9.6,-11.6,-7.8,0.0,,,,,,
-8.0,-10.4,-4.9,0.0,,,,,,
-6.0,-8.7,-3.7,0.0,,,,,,
-4.0,-7.0,-1.5,0.0,,,,,,
-4.1,-5.0,-2.0,0.0,,,,,,
-0.2,-6.8,4.5,0.0,,,,,,
5.2,2.5,6.6,0.0,,,,,,
3.6,-1.4,7.2,0.0,,,,,,
-3.8,-4.9,-1.3,0.0,,,,,,
-0.8,-5.5,4.1,0.0,,,,,,
0.1,-2.2,2.8,0.0,,,,,,
-2.9,-4.5,-0.2,0.0,,5.0,11.4,,,
-1.3,-5.5,1.6,0.0,,,,,,
-3.3,-5.4,0.7,0.0,,,,,,
-5.6,-7.4,-3.0,0.0,,,,,,
-6.4,-8.0,-4.0,0.8,,,,,,
-9.2,-10.0,-7.4,0.1,,,,,,
-9.1,-10.9,-7.4,0.0,,,,,,
-6.6,-8.3,-4.4,0.0,,,,,,
-1.3,-6.9,3.6,0.0,,,,,,
-3.0,-6.5,-0.4,0.0,,,,,,
-3.7,-8.4,1.5,0.0,,,,,,
-5.6,-9.1,-1.4,0.0,,,,,,
-8.2,-10.5,-5.4,0.0,,,,,,
-8.5,-9.7,-6.5,0.0,,,,,,
-6.0,-10.6,-2.4,1.4,,,,,,
-9.9,-12.5,-2.6,4.1,,,,,,
-13.6,-14.8,-12.5,0.0,,,,,,
-10.4,-13.0,-7.6,0.0,,,,,,
-4.8,-9.9,-0.5,0.1,,,,,,
-5.0,-8.5,-1.5,0.0,,,,,,
-0.8,-3.6,1.7,0.0,,,,,,
0.4,-1.9,2.5,0.0,,,,,,
-0.8,-3.3,4.3,0.0,,,,,,
0.8,-3.4,5.5,0.0,,,,,,
4.3,0.7,7.6,0.0,,,,,,
0.2,-3.1,5.5,0.0,,,,,,
-7.2,-8.7,-3.1,0.0,,,,,,
-3.5,-9.0,1.0,0.0,,,10.4,,,
2.1,1.0,4.4,0.0,,,,,,
-1.6,-3.6,1.6,0.0,,,,,,
-3.1,-6.4,-0.2,0.1,,,,,,
-4.1,-6.0,-1.4,0.0,,,,,,
-4.9,-6.0,-2.8,0.0,,,,,,
-2.5,-7.5,1.6,0.0,,,,,,
-2.1,-4.5,1.3,3.4,,,,,,
-5.6,-7.7,-3.0,0.0,,,,,,
-3.6,-6.7,1.3,0.0,,,,,,
-0.2,-2.8,2.2,0.0,,,,,,
-1.4,-3.4,0.8,0.1,,,,,,
-8.6,-10.3,-3.4,0.6,,344.0,24.0,,,
-9.6,-11.2,-5.5,0.0,,,,,,
-10.1,-12.2,-7.5,0.0,,,,,,
-2.4,-9.5,2.8,0.0,,,,,,
-4.4,-5.3,-2.1,0.0,,,11.4,,,
-4.9,-7.7,-1.4,0.0,,,,,,
-4.0,-5.8,-1.3,0.0,,,,,,
-3.3,-5.9,0.0,0.0,,,,,,
-2.5,-3.8,-0.8,0.0,,,,,,
-2.6,-4.3,-0.9,0.0,,,,,,
1.9,-2.6,4.4,0.0,,,,,,
3.3,1.4,6.7,0.0,,166.0,12.2,,,
2.7,1.3,5.3,0.0,,129.0,9.0,,,
-2.4,-6.3,2.0,0.0,,,,,,
-8.3,-10.3,-6.0,0.0,,,,,,
-8.0,-9.4,-6.3,0.0,,359.0,18.5,,,
-3.3,-9.0,1.6,0.0,,,,,,
1.2,-1.4,5.0,0.0,,,14.3,,,
1.4,-2.0,7.9,0.0,,,,,,
3.2,1.5,5.9,0.0,,,,,,
1.7,-0.4,5.1,0.0,,,,,,
2.0,-1.4,6.9,0.0,,,,,,
3.3,0.5,7.4,0.0,,,,,,
0.5,-1.7,3.0,0.0,,,,,,
1.5,-1.2,4.8,0.0,,,,,,
2.7,1.5,4.7,1.6,,,,,,
-0.1,-1.5,1.6,6.7,,,,,,
-0.7,-3.4,2.4,0.0,,,,,,
1.8,-1.3,5.3,0.0,,,,,,
2.6,-0.3,5.6,0.1,,,,,,
-0.6,-2.1,4.4,1.4,,,,,,
-0.2,-3.4,4.5,0.0,,,,,,
2.0,-0.9,3.6,0.0,,,,,,
3.4,0.7,8.5,0.0,,,,,,
2.2,-1.2,7.8,0.7,,,,,,
-2.9,-5.2,-0.4,0.0,,,,,,
-2.3,-3.5,-0.2,0.0,,,,,,
-0.5,-3.1,2.5,0.0,,,,,,
0.7,-0.7,3.1,0.0,,,,,,
0.7,-1.3,4.0,0.0,,,,,,
0.8,-1.5,3.4,0.0,,,,,,
2.0,-1.7,7.1,0.0,,,,,,
3.9,0.3,8.2,0.0,,,,,,
3.7,2.3,6.0,0.0,,,11.7,,,
3.9,1.7,7.1,0.0,,,,,,
1.6,-0.3,4.2,0.0,,,,,,
1.9,-0.6,5.3,0.0,,,,,,
3.2,-0.5,7.6,0.0,,,,,,
4.5,2.7,7.1,0.0,,,,,,
3.2,0.8,7.1,0.0,,,,,,
5.7,1.4,10.1,0.0,,,,,,
6.5,3.7,9.7,0.0,,,,,,
6.1,2.9,9.3,0.0,,,,,,
6.3,3.7,9.8,0.0,,,,,,
7.3,3.0,12.4,0.0,,,,,,
6.9,4.8,9.3,0.0,,,,,,
5.2,2.8,9.4,0.0,,,,,,
4.5,0.6,10.5,0.0,,,,,,
8.2,3.7,10.3,0.0,,,,,,
5.9,4.2,9.4,0.0,,,,,,
6.8,3.8,11.0,0.0,,,,,,
7.9,4.7,12.0,0.0,,,,,,
6.2,4.2,9.8,0.0,,,,,,
11.0,5.3,17.1,0.0,,,,,,
11.0,7.3,14.4,0.0,,6.0,11.4,,,
13.2,9.7,18.1,0.0,,,,,,
11.3,9.3,13.4,0.0,,,,,,
11.8,7.5,15.6,0.0,,,,,,
13.8,6.9,19.7,0.0,,,,,,
14.3,11.8,19.7,0.0,,,,,,
9.6,7.1,12.8,0.8,,,,,,
7.7,5.0,10.2,2.0,,,,,,
7.8,4.0,11.7,0.0,,,,,,
7.3,5.8,9.6,0.0,,,,,,
7.5,6.1,9.1,3.5,,,,,,
13.5,7.1,18.1,0.0,,,,,,
12.6,8.9,18.3,0.0,,,,,,
14.1,10.3,18.6,0.0,,,,,,
14.8,11.6,20.3,0.0,,,,,,
12.7,9.9,16.2,0.0,,,,,,
11.0,8.8,13.1,0.0,,,,,,
7.6,5.3,11.2,68.9,,,,,,
10.0,6.6,14.0,0.0,,343.0,15.8,,,
9.8,8.3,12.7,0.0,,,,,,
11.8,7.2,16.9,0.0,,,,,,
8.9,6.2,11.4,2.6,,,,,,
8.3,5.4,11.5,4.8,,,,,,
11.6,7.7,16.5,0.0,,,,,,
14.0,9.3,20.4,0.0,,174.0,9.8,,,
17.4,11.1,21.7,0.0,,,,,,
14.4,11.5,19.0,0.0,,,,,,
11.6,8.7,17.2,0.0,,,,,,
12.8,9.6,16.7,0.0,,,,,,
13.9,10.8,17.4,0.0,,,,,,
17.5,11.2,21.5,0.0,,,,,,
16.4,14.1,19.7,0.0,,,,,,
12.1,10.2,15.2,0.0,,,,,,
13.6,10.1,18.9,0.0,,,,,,
16.7,12.1,23.1,0.0,,,,,,
16.1,13.2,20.6,0.0,,149.0,9.5,,,
13.3,8.7,17.4,13.3,,,,,,
12.4,8.9,16.1,0.0,,,,,,
14.4,9.4,20.0,0.0,,,,,,
15.5,11.6,20.4,0.0,,,,,,
13.2,10.1,16.5,0.0,,,,,,
13.0,9.9,17.2,0.0,,,,,,
14.3,9.9,18.9,0.0,,,,,,
17.5,11.8,23.5,0.0,,,,,,
18.5,14.6,22.8,0.0,,,,,,
18.2,14.9,24.6,0.0,,,,,,
18.6,15.4,24.2,0.0,,,,,,
18.8,14.4,23.1,0.0,,,,,,
18.8,16.2,22.1,0.0,,,,,,
20.0,16.6,24.7,0.0,,,,,,
19.5,15.1,26.2,0.0,,,,,,
19.7,17.3,23.9,0.0,,,,,,
19.3,17.1,23.0,0.0,,,,,,
15.7,13.1,19.4,0.0,,,,,,
18.2,13.9,24.1,0.0,,,,,,
19.3,15.8,25.6,0.0,,,,,,
19.7,16.8,23.3,0.0,,,,,,
18.6,16.7,20.6,0.3,,,,,,
17.9,15.8,22.4,4.6,,186.0,11.0,,1008.4,
20.4,15.5,25.8,0.0,,,,,,
22.2,16.8,28.5,0.0,,,,,,
22.5,18.8,27.4,0.0,,,,,,
23.3,19.0,27.5,0.0,,,,,,
22.9,18.1,27.6,0.0,,,,,,
22.5,19.1,26.0,0.0,,,,,,
21.1,17.4,25.9,5.2,,,,,,
19.1,15.1,22.4,0.1,,,,,,
19.9,17.8,23.4,0.1,,,,,,
18.2,16.4,20.7,0.6,,,,,,
18.6,16.6,21.3,0.0,,,,,,
18.5,16.9,22.4,2.3,,,,,,
17.8,15.4,20.8,0.0,,,,,,
20.3,16.4,24.6,0.0,,,,,,
18.5,16.0,22.5,0.0,,,,,,
17.3,15.6,21.6,1.3,,,,,,
18.8,14.6,23.1,0.0,,,,,,
20.4,16.7,24.4,0.0,,,,,,
21.4,18.3,26.1,0.0,,,,,,
20.7,19.0,24.0,0.0,,,,,,
19.8,17.4,22.6,0.0,,,,,,
21.7,18.7,27.0,0.1,,,,,,
19.7,18.6,21.7,0.0,,,,,,
19.5,18.6,20.9,0.0,,,,,,
19.4,17.9,20.7,50.1,,,,,,
20.4,16.8,23.9,0.7,,,,,,
23.4,19.8,27.6,0.0,,,,,,
19.9,17.6,24.4,0.0,,,,,,
19.7,16.1,26.6,0.0,,,,,,
21.9,18.9,27.0,0.0,,,,,,
24.2,19.8,29.1,0.0,,,,,,
24.0,22.0,27.3,0.0,,,,,,
24.7,20.4,28.7,0.0,,,,,,
23.0,20.8,25.7,0.0,,,,,,
21.8,19.8,25.0,0.0,,,,,,
21.4,20.1,23.2,0.0,,,,,,
23.0,19.5,27.2,6.5,,,,,,
20.8,18.6,23.8,0.1,,,,,,
21.2,19.4,23.0,3.5,,,,,,
21.4,19.8,23.6,0.0,,,,,,
23.4,20.6,27.2,0.0,,,,,,
24.3,20.2,28.5,0.0,,,,,,
23.9,20.3,27.1,0.0,,,,,,
23.5,22.4,26.9,0.0,,,,,,
23.3,19.0,28.7,0.0,,,9.5,,1006.0,
24.5,21.8,28.2,0.0,,,,,,
22.6,20.3,25.8,0.0,,,,,,
23.4,20.6,27.2,0.0,,,,,,
22.1,20.4,25.2,1.7,,,,,,
19.6,17.9,20.8,59.2,,,,,,
22.6,19.8,25.9,0.2,,,,,,
20.8,20.0,24.0,0.0,,,,,,
20.5,19.1,21.8,2.2,,,,,,
22.7,20.4,25.8,0.0,,,,,,
21.4,19.0,24.9,0.0,,159.0,9.8,,1008.8,
21.5,20.6,23.0,4.3,,,11.6,,1009.0,
21.4,19.8,23.3,0.0,,,,,,
23.8,21.4,28.5,0.0,,,,,,
23.5,22.3,25.3,1.7,,,,,,
23.5,22.0,27.0,2.8,,,,,,
25.1,21.4,29.3,0.0,,,,,,
23.8,20.5,28.2,0.0,,,,,,
22.4,21.5,23.7,2.3,,,,,,
22.5,21.7,23.9,23.0,,,9.6,,1001.0,
22.3,20.7,26.3,0.1,,,6.0,,1004.4,
21.8,20.8,23.4,0.0,,,,,,
23.9,21.0,28.9,0.0,,,,,,
21.5,20.3,23.1,39.7,,,,,,
23.3,20.6,26.8,12.4,,,13.5,,,
24.4,21.7,26.7,0.0,,335.0,9.2,,1004.2,
24.4,21.4,28.1,0.0,,,,,,
25.1,22.3,28.7,0.0,,,,,,
25.0,23.4,28.8,0.1,,,,,,
24.8,21.3,28.6,0.0,,,7.5,,1006.4,
25.2,19.3,30.8,0.0,,,,,,
24.8,21.8,28.6,0.0,,,,,,
24.1,21.1,28.2,0.0,,,,,,
23.3,21.7,26.2,0.0,,,,,,
23.2,21.8,26.2,0.2,,149.0,11.9,,1014.7,
23.2,20.9,26.0,0.0,,,,,,
23.2,21.7,26.4,0.0,,,,,,
23.3,21.7,25.8,0.0,,,9.8,,1011.0,
23.7,21.0,27.0,0.0,,177.0,10.4,,1011.6,
24.4,22.4,27.0,0.4,,169.0,12.8,,1012.6,
25.5,24.4,26.8,2.2,,,,,,
24.1,22.9,26.1,24.5,,,8.3,,1008.7,
25.2,21.9,28.7,0.0,,,7.8,,1007.9,
25.6,22.3,29.7,0.0,,337.0,9.0,,1008.4,
24.5,22.7,27.4,0.0,,,8.1,,1009.0,
22.6,19.8,23.7,1.4,,,,,,
21.9,20.3,25.7,0.0,,,,,,
21.1,19.6,24.5,0.0,,,,,,
20.7,18.5,24.2,0.0,,,,,,
23.2,17.8,27.9,0.0,,,,,,
21.7,19.5,24.7,0.0,,,,,,
19.9,18.1,23.0,0.0,,,,,,
21.4,19.5,24.5,0.0,,,,,,
19.9,17.5,21.5,47.5,,,,,,
20.2,16.8,23.3,3.7,,,,,,
20.7,19.1,23.0,0.0,,,,,,
20.7,18.9,23.2,0.0,,,,,,
21.4,19.3,25.0,0.0,,,,,,
