tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
3.3,1.0,8.0,2.8,,,10.2,,,
6.4,-2.0,12.4,0.0,,,8.1,,,
10.4,1.0,13.0,,,,7.7,,,
9.4,9.7,14.0,,,203.0,11.4,,,
8.3,3.0,15.0,,,,4.2,,,
5.9,3.0,10.5,,,,8.3,,,
10.1,3.0,12.0,,,,5.7,,,
4.5,2.1,9.8,,,345.0,13.4,,,
3.3,1.0,8.3,,,,10.2,,,
7.2,-1.0,13.0,,,,6.6,,,
6.4,3.0,10.0,11.7,,,5.4,,,
3.2,3.0,5.9,4.3,,,11.1,,,
7.4,0.0,11.0,0.5,,,4.7,,,
3.1,1.0,8.0,1.8,,,12.0,,,
-3.4,-4.9,0.9,,,335.0,28.4,,,
-1.2,-6.6,0.0,0.0,,,15.6,,,
-0.8,-1.6,1.0,0.0,,320.0,16.5,,,
-3.7,-5.1,-1.0,0.0,,343.0,19.2,,,
-3.1,-5.6,-2.0,0.0,,,12.8,,,
-3.8,-5.0,-0.9,0.0,,,10.7,,,
-3.8,-5.0,-0.6,3.0,,,11.3,,,
-4.5,,,,,,,,,
2.2,-9.0,4.2,,,,6.6,,,
1.1,1.3,4.4,0.3,,,13.7,,,
-3.8,-6.1,,,,,,,,
-2.2,-6.0,1.0,,,,18.3,,,
-2.7,-8.0,1.0,0.0,,,9.5,,,
1.3,-2.8,5.0,,,,6.0,,,
-1.3,-4.9,4.2,0.0,,,12.6,,,
-4.3,-6.0,-3.0,0.5,,351.0,21.8,,,
-3.7,-6.7,-1.0,,,2.0,20.6,,,
4.3,-5.3,6.0,0.0,,147.0,14.7,,,
1.8,-2.1,8.0,0.0,,248.0,20.1,,,
-3.4,-5.0,-1.0,,,,13.5,,,
-1.4,-5.8,0.0,,,315.0,17.0,,,
3.0,-3.1,6.3,0.0,,,13.5,,,
3.1,-1.0,8.0,,,,9.8,,,
-1.7,-4.0,2.8,,,,18.5,,,
-1.8,-5.0,2.0,,,,12.0,,,
-0.3,-7.0,4.0,,,,5.9,,,
2.6,-5.0,7.0,,,,8.4,,,
0.9,-1.0,6.6,,,,7.5,,,
3.6,-6.0,9.0,,,,12.8,,,
0.6,-1.0,4.0,,,,10.7,,,
-3.2,-4.7,0.0,,,347.0,25.2,,,
-3.1,-6.4,,,,,,,,
-4.4,-6.0,1.0,,,,18.0,,,
3.4,-5.0,6.0,,,,11.9,,,
3.7,1.0,9.0,,,,8.6,,,
0.2,-2.8,5.7,6.6,,62.0,14.3,,,
-3.6,-5.7,-1.0,,,,16.5,,,
-5.6,-7.0,-2.5,,,,15.3,,,
-1.6,-6.7,2.4,,,,10.1,,,
-1.2,-4.0,1.0,,,,9.5,,,
2.4,-4.0,8.0,,,,15.3,,,
-3.9,-5.0,-1.1,,,356.0,19.2,,,
-3.1,-6.0,1.7,,,,9.9,,,
0.9,-7.0,6.0,,,,6.8,,,
0.4,-3.0,5.0,,,,8.1,,,
-3.9,-5.1,-2.0,,,338.0,20.3,,,
-4.5,-6.0,-4.0,0.0,,345.0,19.5,,,
-0.2,-6.3,3.6,0.0,,,11.1,,,
0.5,-2.0,3.0,1.0,,,14.0,,,
-3.9,-5.0,1.0,,,,11.7,,,
3.1,-3.8,4.0,6.1,,,12.6,,,
-3.4,-4.1,2.9,2.5,,24.0,13.4,,,
-2.9,-5.7,-1.0,1.5,,,13.1,,,
1.9,-2.1,6.0,0.0,,,8.7,,,
0.1,-2.0,3.0,3.3,,,8.0,,,
0.8,-1.1,1.2,0.5,,,5.7,,,
-3.8,-5.5,2.0,0.0,,,18.2,,,
-7.3,-10.4,-5.0,0.0,,1.0,21.5,,,
-5.9,-8.4,-4.0,,,356.0,13.7,,,
-2.6,-7.6,0.0,0.5,,,10.7,,,
-5.3,-7.2,-2.6,,,357.0,18.9,,,
-4.1,-9.0,-1.0,,,,11.9,,,
-0.9,-9.0,4.0,,,,6.6,,,
0.6,-5.0,4.3,,,,7.5,,,
0.0,-3.0,4.1,,,304.0,11.3,,,
-2.1,-4.0,-1.0,,,334.0,17.0,,,
-1.2,-4.2,0.0,,,328.0,18.6,,,
3.7,-2.3,8.0,,,,12.2,,,
-6.2,-8.3,2.8,,,,23.4,,,
-7.2,-11.2,-5.9,,,341.0,18.3,,,
1.3,-8.0,3.5,,,,16.8,,,
0.5,-2.0,5.5,,,,15.2,,,
-0.3,-6.0,4.0,,,,8.1,,,
-3.4,-5.0,0.0,,,333.0,14.3,,,
2.4,-4.0,6.0,,,,10.2,,,
6.0,0.0,13.0,,,,10.1,,,
4.0,1.3,5.0,2.3,,109.0,12.0,,,
0.9,0.0,3.9,5.1,,,15.9,,,
0.6,-1.4,2.0,0.3,,338.0,19.8,,,
-0.8,-1.4,1.0,0.0,,347.0,21.2,,,
1.7,-2.4,5.4,,,,8.6,,,
3.9,0.8,5.0,6.4,,,11.9,,,
2.3,1.6,6.3,0.5,,,12.2,,,
-1.3,-3.0,1.1,0.0,,285.0,20.1,,,
-0.6,-4.0,3.4,,,,8.0,,,
3.5,-2.2,4.0,,,,9.8,,,
-1.3,-3.4,3.3,12.4,,,15.2,,,
-1.6,-4.5,1.0,8.6,,,15.8,,,
-2.4,-4.3,-0.7,0.0,,356.0,13.5,,,
0.6,-3.1,3.0,,,,8.9,,,
3.7,0.0,7.5,0.0,,278.0,21.2,,,
5.8,-1.0,11.0,,,,10.1,,,
-0.4,-1.9,3.0,,,347.0,24.0,,,
-2.9,-3.0,0.0,,,330.0,18.5,,,
1.9,-3.8,5.0,,,,8.1,,,
3.8,0.1,7.0,,,183.0,13.2,,,
6.6,2.4,12.0,,,,10.7,,,
1.9,-0.3,10.0,,,84.0,13.8,,,
-3.8,-6.0,-0.3,0.0,,354.0,26.6,,,
1.2,-4.8,2.3,,,301.0,16.7,,,
-0.6,-2.0,3.2,,,,15.6,,,
2.7,-4.0,7.8,,,,9.3,,,
1.8,-3.0,7.0,,,322.0,11.0,,,
4.9,-0.8,7.0,,,,12.0,,,
7.7,3.6,13.2,,,,11.6,,,
5.5,2.4,10.0,,,127.0,14.9,,,
6.3,4.0,12.0,,,,9.9,,,
8.9,4.3,14.0,,,,7.2,,,
11.6,5.0,18.0,,,,9.3,,,
10.9,5.0,17.1,,,,7.8,,,
9.2,6.0,15.0,,,,10.8,,,
3.2,1.0,10.0,,,,18.6,,,
5.5,-1.0,11.0,,,,12.3,,,
6.1,0.0,9.0,,,,8.9,,,
8.5,2.7,14.0,,,,9.3,,,
10.3,6.4,17.0,,,,9.9,,,
12.4,7.3,18.0,,,,13.8,,,
9.8,7.0,16.0,,,,12.3,,,
8.4,4.0,15.0,,,,8.9,,,
6.3,3.8,10.0,,,124.0,15.2,,,
8.4,4.8,11.0,0.0,,,13.8,,,
10.2,7.0,14.4,1.5,,1.0,12.3,,,
6.4,4.9,9.2,51.3,,88.0,18.6,,,
7.5,4.7,12.0,30.0,,340.0,20.6,,,
8.2,4.0,12.0,0.0,,,9.2,,,
8.1,6.0,13.4,,,,10.2,,,
3.2,0.9,7.0,,,4.0,26.4,,,
2.9,1.0,6.0,,,,14.9,,,
8.1,0.8,12.0,,,,10.5,,,
9.0,5.5,14.0,,,,11.0,,,
10.4,5.4,17.0,,,,9.2,,,
8.9,5.8,12.6,0.5,,108.0,14.4,,,
8.3,6.0,10.0,2.8,,,16.1,,,
9.8,7.0,14.0,0.0,,,12.5,,,
12.2,6.9,18.0,0.0,,,7.4,,,
16.1,7.4,23.0,,,,12.9,,,
13.3,8.0,17.0,0.0,,,21.5,,,
15.6,10.7,21.0,,,228.0,18.5,,,
11.2,8.0,14.0,,,115.0,15.2,,,
10.9,9.9,12.2,2.8,,,14.6,,,
14.2,9.1,17.0,2.3,,310.0,17.0,,,
15.4,13.0,22.0,0.3,,,17.0,,,
17.6,11.7,22.0,,,,14.4,,,
16.0,12.5,23.0,,,,15.6,,,
18.4,10.9,23.0,,,,11.6,,,
22.9,12.4,26.0,,,,13.8,,,
23.6,16.2,29.0,,,232.0,18.5,,,
18.4,14.8,25.0,,,193.0,17.3,,,
13.2,10.4,16.0,0.0,,102.0,17.1,,,
16.9,11.7,23.5,0.0,,,9.5,,,
19.2,12.8,25.0,,,,9.9,,,
17.0,13.0,22.0,,,148.0,12.6,,,
11.9,10.9,13.4,0.0,,,10.8,,,
14.1,11.0,20.0,0.0,,,11.3,,,
14.9,,,0.0,,,,,,
18.5,11.7,24.0,,,,14.1,,,
15.8,13.9,20.0,,,,11.4,,,
11.4,8.2,15.0,5.1,,,9.6,,,
12.1,9.5,18.0,,,,13.7,,,
13.7,9.0,17.0,,,353.0,13.4,,,
13.9,11.5,16.2,0.0,,,14.0,,,
10.8,8.4,14.0,28.7,,239.0,15.5,,,
18.0,8.0,19.0,,,,17.3,,,
23.7,13.3,28.0,,,239.0,20.1,,,
18.8,17.0,22.0,0.0,,328.0,15.0,,,
17.7,14.0,21.1,,,334.0,16.8,,,
21.3,15.9,25.0,,,273.0,19.4,,,
20.0,15.7,25.0,,,195.0,18.5,,,
17.4,12.4,23.0,2.5,,,9.6,,,
18.6,13.0,23.0,0.5,,,16.4,,,
20.1,14.3,22.8,0.0,,304.0,14.7,,,
22.8,19.3,27.0,,,268.0,24.0,,,
21.7,17.0,27.0,,,,14.4,,,
18.8,15.0,23.0,,,,10.4,,,
22.2,14.3,29.0,,,,9.2,,,
25.4,17.2,31.0,,,,9.9,,,
24.4,20.0,31.0,,,,12.0,,,
20.6,17.0,26.0,,,,12.6,,,
21.1,14.9,25.0,,,,10.8,,,
17.9,16.3,20.0,4.8,,,9.6,,,
21.5,16.6,27.0,,,,12.6,,,
25.0,18.0,29.0,,,,15.0,,,
22.1,17.7,30.0,,,184.0,16.1,,,
19.6,15.7,24.0,2.8,,,13.5,,,
24.2,16.3,28.0,,,,15.0,,,
22.1,17.0,29.0,4.1,,,11.7,,,
20.0,15.3,25.0,0.3,,168.0,11.0,,,
20.4,16.1,22.0,1.0,,,17.4,,,
21.6,18.2,27.0,15.0,,,11.3,,,
21.2,16.9,26.0,,,,9.3,,,
20.1,16.3,26.0,,,,13.1,,,
20.1,16.1,,9.7,,,,,,
20.2,16.2,24.0,2.0,,173.0,13.4,,,
22.8,17.0,28.0,0.0,,,12.0,,,
21.2,17.0,25.0,,,,10.4,,,
22.4,19.0,27.0,,,317.0,11.9,,,
23.2,18.0,27.7,,,,8.0,,,
24.7,18.5,29.0,,,,7.7,,,
23.6,19.8,28.0,0.5,,,11.0,,,
22.2,19.0,26.0,,,,9.9,,,
21.6,18.0,24.0,0.5,,,10.4,,,
22.0,18.9,25.6,,,315.0,13.2,,,
24.3,19.0,29.0,,,,9.3,,,
23.0,19.8,26.0,,,,12.0,,,
23.3,19.1,26.0,,,,12.0,,,
23.3,20.3,26.0,,,144.0,10.5,,,
21.8,19.8,25.0,0.3,,137.0,10.7,,,
24.1,19.1,28.0,,,,10.5,,,
25.6,20.3,30.0,,,,8.1,,,
25.7,21.1,29.0,,,,9.6,,,
21.9,21.0,25.0,2.3,,,9.5,,,
19.6,17.0,22.0,2.3,,341.0,12.0,,,
23.6,18.0,28.0,0.0,,303.0,16.2,,,
23.6,19.3,28.0,,,,12.2,,,
21.9,19.8,24.0,,,,15.5,,,
23.8,19.2,28.0,,,,8.7,,,
23.6,20.6,27.0,0.0,,,10.4,,,
23.5,19.5,27.0,,,118.0,12.8,,,
23.4,20.2,28.0,,,,7.8,,,
26.1,19.0,32.0,,,,6.8,,,
25.3,20.7,30.0,0.5,,,11.4,,,
24.4,21.8,29.0,2.8,,150.0,10.2,,,
26.1,22.3,29.0,1.5,,,8.4,,,
24.0,21.5,25.0,7.1,,30.0,14.1,,,
27.1,22.8,31.0,5.1,,329.0,21.2,,,
29.7,23.0,36.6,0.0,,310.0,11.9,,,
26.9,23.0,34.0,,,,10.1,,,
23.7,22.0,25.0,,,108.0,14.4,,,
24.6,21.9,28.0,,,,8.0,,,
24.2,21.0,28.0,,,131.0,12.6,,,
25.1,20.7,28.0,0.0,,136.0,11.6,,,
23.6,21.5,26.0,0.3,,141.0,11.6,,,
25.0,21.9,28.0,,,,9.2,,,
25.8,22.4,30.0,,,,9.9,,,
26.3,23.5,30.0,0.3,,,11.3,,,
25.6,23.1,28.0,4.6,,,8.9,,,
26.2,23.6,31.0,0.0,,161.0,11.3,,,
27.6,23.4,32.0,,,,10.1,,,
28.1,23.8,32.0,,,138.0,10.5,,,
27.6,25.4,30.0,0.3,,155.0,11.9,,,
27.1,25.3,31.0,23.1,,,10.4,,,
26.3,23.2,29.0,24.6,,,10.7,,,
25.3,23.2,28.0,10.2,,,8.7,,,
26.8,23.5,30.0,9.9,,,9.6,,,
27.6,24.3,31.0,6.1,,169.0,10.5,,,
25.4,23.3,29.9,26.4,,,10.4,,,
26.4,22.8,,5.8,,,,,,
25.8,23.0,30.0,20.3,,,10.4,,,
23.7,21.6,26.0,30.5,,,9.6,,,
25.3,22.5,27.0,4.3,,,8.1,,,
24.4,23.0,27.0,36.8,,,8.4,,,
26.7,22.8,30.0,,,,6.6,,,
26.6,23.0,30.0,,,,7.5,,,
26.7,24.0,31.0,0.0,,,10.8,,,
27.2,23.0,31.0,,,,10.1,,1006.2,
27.9,24.0,32.0,,,,8.7,,1004.6,
29.5,24.6,33.0,,,,11.7,,1003.7,
26.5,23.9,30.0,,,,10.8,,,
26.9,22.8,31.0,,,,7.8,,1007.0,
27.0,23.0,30.0,,,,8.3,,1008.4,
27.2,23.5,31.0,,,,9.2,,,
26.1,24.6,29.0,,,,9.5,,,
24.9,19.7,29.0,48.8,,,9.2,,,
24.1,20.4,27.0,,,,12.2,,,
25.4,21.4,30.0,2.0,,,6.6,,,
25.1,22.0,28.0,,,,7.4,,,
25.8,21.9,28.0,0.0,,,8.7,,,
24.9,23.1,28.0,,,,12.5,,,
24.9,23.0,28.0,0.0,,,14.9,,,
23.9,21.0,28.0,,,328.0,13.5,,,
25.3,21.7,29.0,,,292.0,13.2,,,
24.7,22.0,28.0,,,,9.9,,1008.8,
23.6,21.0,27.0,1.8,,,7.2,,,
24.8,20.4,28.0,,,,6.9,,,
23.2,21.1,27.0,20.3,,96.0,10.2,,,
23.0,18.9,27.0,5.3,,,9.5,,,
24.5,21.0,28.2,0.0,,315.0,11.3,,,
23.6,21.0,28.0,,,321.0,11.0,,,
23.2,20.7,27.0,0.0,,,7.5,,1008.3,
21.6,19.0,25.3,,,349.0,11.9,,,
21.8,17.0,26.1,,,,9.2,,1013.8,
24.6,19.4,28.0,,,,6.8,,1016.2,
22.2,19.8,27.0,,,,9.2,,1018.3,
21.8,18.0,26.0,0.0,,,,,,
20.9,18.0,24.0,3.0,,350.0,13.5,,,
18.1,15.9,20.0,,,,16.8,,1013.5,
23.4,15.7,28.2,,,,14.4,,1015.5,
22.6,18.0,28.0,,,,6.8,,1020.2,
21.9,17.0,26.0,,,,7.2,,1020.2,
21.2,17.0,26.0,,,,6.8,,1018.4,
21.5,16.0,27.0,,,,6.2,,1018.0,
22.8,18.0,27.0,,,,6.2,,1016.9,
21.3,19.0,26.0,0.0,,,11.4,,,
21.8,17.0,27.0,,,,8.9,,,
23.3,18.1,27.0,,,,9.8,,1013.9,
22.9,19.5,25.0,,,173.0,13.2,,,
22.1,20.9,27.0,,,,7.7,,1009.8,
21.2,18.0,26.0,0.0,,,8.4,,1009.5,
20.2,18.0,25.0,,,,11.9,,,
20.3,16.0,27.0,0.0,,,6.2,,1013.5,
22.6,17.3,29.0,,,,7.2,,1015.0,
17.6,17.0,21.0,0.0,,,9.2,,1022.2,
18.3,13.0,21.0,0.0,,,9.0,,1027.3,
20.1,15.8,24.0,13.0,,,8.3,,,
14.1,11.5,20.0,5.1,,,21.6,,1007.8,
19.5,12.0,24.0,3.0,,,17.7,,,
16.0,12.0,20.0,0.0,,,9.6,,1020.9,
20.6,14.9,24.0,,,,8.1,,,
20.9,18.0,25.0,,,,10.2,,,
21.4,17.9,27.0,,,,9.3,,,
19.5,18.0,24.0,5.6,,,8.6,,1016.3,
14.1,11.9,20.0,2.0,,,15.0,,,
14.9,9.0,20.0,0.3,,,13.4,,1009.7,
12.1,8.1,14.0,1.0,,,14.1,,1011.0,
11.7,10.8,14.0,3.8,,,12.2,,1014.6,
16.0,10.8,18.0,1.8,,,11.1,,1019.6,
16.2,13.0,21.5,0.0,,,11.1,,1019.7,
18.3,13.5,22.0,,,,6.8,,,
17.6,14.0,21.3,,,,6.5,,1018.0,
17.2,15.0,22.0,,,,7.2,,,
17.9,12.0,23.0,,,,8.4,,,
12.6,11.0,17.4,,,,14.7,,,
16.8,11.0,19.0,,,,9.9,,,
15.6,15.0,18.0,,,,10.2,,1017.8,
11.1,10.6,15.0,,,357.0,12.9,,1021.7,
12.4,9.0,15.0,3.8,,,4.8,,1022.5,
13.7,10.2,16.1,2.8,,,6.3,,1017.9,
10.6,8.0,14.2,1.0,,,15.8,,,
11.4,7.4,16.0,0.0,,,7.7,,,
12.8,10.0,15.0,,,,8.9,,,
11.2,,,0.0,,,,,,
8.3,6.0,12.0,,,,9.0,,,
7.2,5.0,10.0,,,,10.7,,,
6.2,4.0,11.0,,,,6.9,,,
9.1,4.3,14.0,,,,5.9,,,
11.0,6.0,15.0,,,,6.5,,,
12.3,6.0,18.0,,,,8.7,,,
15.7,11.8,20.0,,,,9.5,,1025.5,
15.9,14.0,18.0,,,180.0,13.4,,1025.4,
6.2,5.0,16.0,0.8,,,16.4,,1027.8,
3.0,0.8,5.0,30.5,,357.0,17.4,,,
2.8,0.9,7.0,18.5,,,20.0,,,
2.9,1.5,4.0,0.3,,346.0,20.4,,,
3.1,1.6,5.0,,,,21.0,,1025.5,
4.1,1.4,6.0,,,353.0,13.4,,1029.2,
4.9,3.0,8.0,,,,8.7,,,
8.9,3.7,13.0,,,,5.6,,1029.8,
10.6,7.9,12.7,,,,3.8,,,
11.7,8.0,14.0,0.0,,,5.6,,1016.1,
8.7,7.0,12.0,0.0,,320.0,9.9,,1020.3,
4.6,3.7,6.4,5.1,,343.0,11.3,,1018.5,
2.1,0.1,5.0,1.8,,351.0,21.0,,,
2.3,-0.4,4.0,0.0,,332.0,19.1,,,
0.1,-1.5,3.0,,,343.0,18.9,,,
0.1,-2.3,1.2,,,335.0,13.2,,,
-1.4,-2.0,0.0,1.0,,353.0,13.5,,,
-3.9,-5.2,-2.0,7.9,,357.0,18.5,,,
-6.3,-8.4,-4.0,,,354.0,28.5,,1034.0,
-7.5,-10.5,-7.0,,,350.0,25.5,,,
-6.3,-8.6,-5.0,,,344.0,24.3,,,
-7.3,-8.6,-6.0,,,353.0,29.6,,,
0.2,-8.5,1.6,0.0,,,7.4,,,
2.3,0.3,3.0,,,,,,1028.7,
0.7,-1.4,5.0,1.3,,,7.4,,,
3.2,-2.9,5.0,,,,8.6,,,
7.0,1.9,10.0,4.8,,,11.1,,,
2.9,2.2,6.0,4.6,,293.0,23.3,,1015.9,
0.2,-1.4,2.0,0.0,,317.0,24.0,,,
2.8,-2.0,6.0,0.0,,304.0,17.3,,,
0.2,-2.0,5.0,,,,13.7,,,
3.1,-6.0,6.0,,,,6.0,,,
0.8,-1.0,5.0,,,308.0,7.7,,,
6.5,-3.0,9.0,,,,6.0,,1031.7,
8.6,5.9,10.0,,,,,,,
2.6,-0.6,9.0,1.0,,,,,,
-2.0,-3.0,0.0,0.8,,342.0,23.9,,,
1.8,-2.6,4.9,0.0,,,6.3,,,
1.8,0.0,5.3,,,318.0,8.3,,,
2.3,-0.1,4.0,,,304.0,13.7,,,
1.4,0.9,4.0,,,320.0,13.8,,,
-3.0,-4.2,1.0,0.0,,1.0,18.2,,,
-0.4,-5.3,1.0,,,,10.5,,,
-0.4,-3.0,5.0,,,312.0,13.4,,,
2.0,-7.0,5.0,,,,5.1,,,
4.3,-1.0,7.0,0.5,,,6.5,,,
3.1,0.0,7.6,,,,11.0,,,
3.4,-1.0,4.2,,,,9.8,,,
1.9,0.0,6.6,0.0,,,,,,
-2.8,-4.0,1.0,,,347.0,12.6,,,
2.2,-4.0,6.0,,,,9.9,,,
-7.7,-10.9,3.0,,,,20.9,,,
-7.5,-12.7,-7.0,,,346.0,15.9,,1037.4,
-2.4,-8.9,1.6,,,,9.2,,,
1.6,-6.0,6.0,,,,6.2,,,
-1.5,-3.2,2.0,0.3,,39.0,10.4,,,
2.0,-3.8,4.0,,,,10.5,,,
4.7,0.0,8.0,,,,13.7,,,
1.9,-2.0,8.0,,,,5.6,,,
-2.5,-4.0,-0.6,,,,8.4,,,
-3.4,-5.0,-1.0,,,,11.7,,,
-1.9,-6.0,1.0,,,,6.8,,,
-3.0,-4.2,-1.0,,,334.0,14.3,,,
-3.9,-6.0,-1.0,,,,11.0,,,
-5.3,-8.0,-2.8,,,,12.0,,,
-1.2,-6.0,3.0,,,,11.7,,,
-5.4,-6.6,-1.0,,,,12.6,,1029.9,
-6.9,-8.9,-5.0,,,357.0,18.5,,1033.2,
-6.1,-8.2,-4.0,,,,12.3,,1028.7,
-4.8,-8.0,-2.0,,,,9.9,,1021.9,
-3.1,-9.0,1.3,,,,6.8,,,
-0.1,-9.0,5.0,,,,6.9,,,
-3.3,-5.5,2.0,,,,10.8,,,
-10.8,-12.2,-6.0,2.5,,345.0,22.8,,1022.7,
-11.9,-14.2,-10.0,0.0,,3.0,16.1,,,
-12.1,-14.2,-11.0,,,2.0,16.7,,,
-10.1,-14.0,-8.0,,,353.0,12.8,,,
-9.7,-12.0,-7.0,,,348.0,14.3,,,
-13.2,-14.8,-9.0,,,,17.4,,,
-17.1,-18.8,-15.0,,,2.0,24.5,,,
-9.7,-18.3,-6.0,0.3,,328.0,21.3,,,
-4.2,-14.0,1.0,,,,7.2,,,
-4.9,-8.0,-1.0,,,,9.6,,,
-2.1,-10.0,3.2,,,,7.1,,,
-1.9,-7.0,3.0,,,,6.3,,,
-8.2,-9.5,-4.0,,,347.0,20.9,,,
-10.2,-12.5,-9.0,,,348.0,22.4,,,
-8.6,-13.0,-5.0,,,,12.8,,1035.3,
-6.9,-13.0,-3.0,,,,9.2,,,
-4.3,-11.0,2.0,,,,6.0,,,
-0.8,-10.0,5.0,,,,10.1,,,
-3.4,-8.0,1.0,,,,,,,
-3.4,-8.0,0.0,,,,11.0,,,
-4.6,-8.0,0.0,,,,12.6,,,
1.8,-4.7,5.0,,,,10.2,,,
-0.8,-4.0,6.0,,,,13.2,,,
1.8,-7.0,6.0,,,,5.9,,1022.7,
5.2,0.4,7.0,,,,15.0,,1021.6,
5.3,3.6,7.0,1.5,,115.0,18.6,,1017.5,
5.0,3.6,7.0,0.5,,,6.8,,1015.8,
-4.4,-5.6,6.0,13.2,,356.0,27.2,,,
-8.4,-9.2,-5.0,12.7,,,25.1,,1025.8,
-3.4,-8.7,-2.0,0.0,,,,,1022.6,
-1.7,-5.0,2.0,,,,,,,
3.2,-7.0,6.0,,,,9.9,,1022.3,
1.4,-2.0,6.9,,,,11.6,,,
0.9,-4.0,4.2,,,,,,,
-1.6,-5.0,1.1,,,,11.6,,,
1.2,-4.2,2.0,,,,12.8,,,
1.0,-1.4,7.0,,,240.0,15.2,,1027.2,
-5.1,-6.0,-2.0,,,351.0,16.1,,1036.4,
-0.6,-6.6,2.0,0.5,,,12.9,,,
-1.9,-5.0,2.0,,,,9.2,,,
1.4,-3.6,4.0,,,,6.9,,1026.8,
0.8,-3.0,4.0,,,,9.6,,,
-1.1,-2.9,3.0,,,,15.5,,,
-4.9,-7.0,-3.0,,,336.0,21.0,,,
5.1,-6.0,8.0,,,,14.3,,,
7.2,4.0,13.0,,,,16.1,,,
4.3,1.1,7.5,,,111.0,14.6,,,
5.3,2.9,7.0,2.3,,115.0,17.0,,1019.5,
3.4,3.0,8.0,0.0,,,13.4,,1017.4,
6.4,0.6,9.0,0.0,,,9.6,,,
3.2,0.0,9.0,0.0,,,11.3,,,
-1.6,-3.9,1.0,0.0,,,20.3,,,
-2.7,-4.0,0.0,,,341.0,17.6,,,
-1.8,-5.0,1.0,,,,9.6,,,
0.4,-5.0,6.0,,,,10.5,,1024.8,
5.1,-1.4,7.0,,,,8.4,,,
0.5,,,0.3,,,,,,
6.7,-0.9,11.0,0.0,,,,,1024.1,
9.2,3.3,14.0,0.0,,,9.8,,1020.4,
8.3,4.3,13.0,,,189.0,12.6,,1018.8,
7.6,4.0,11.0,,,151.0,13.1,,1015.7,
6.9,4.0,12.6,,,,6.9,,,
6.8,4.0,10.0,,,,17.7,,1020.6,
6.8,3.0,12.0,,,,17.4,,1024.6,
12.1,5.5,17.0,,,,10.8,,,
7.8,6.9,11.0,,,343.0,18.0,,,
3.6,3.0,9.0,,,,,,1028.6,
5.1,0.0,10.0,,,322.0,16.2,,,
5.5,1.0,10.0,,,319.0,14.3,,,
8.6,0.0,14.0,,,,,,,
11.4,3.0,18.0,,,,7.8,,,
14.3,6.4,18.0,,,,13.8,,,
11.2,9.0,15.4,,,,13.4,,,
12.9,8.1,18.0,,,,8.9,,,
16.2,8.7,23.0,,,,13.8,,,
9.8,6.7,14.0,,,147.0,13.4,,,
9.3,6.3,14.0,0.0,,,13.4,,,
9.8,6.9,15.0,0.0,,,10.5,,,
13.8,5.0,18.0,,,,10.7,,,
13.6,9.0,19.0,,,,12.0,,,
11.8,8.3,17.0,,,,12.5,,,
14.6,7.0,19.2,,,,,,,
17.7,9.9,21.0,,,,,,1013.3,
13.0,10.9,18.0,,,,12.6,,1011.0,
10.4,7.6,16.0,,,,17.0,,1017.3,
9.1,5.6,11.0,,,,15.6,,1019.2,
11.3,6.4,16.0,,,,,,1009.0,
11.9,7.0,17.0,0.0,,,9.6,,1005.4,
13.6,7.8,19.0,,,,11.7,,,
15.1,10.0,18.0,,,,14.3,,1014.4,
9.3,8.7,15.0,24.9,,78.0,15.0,,1006.6,
11.3,8.0,15.0,,,306.0,18.5,,1008.7,
7.9,5.6,12.0,2.8,,,8.4,,1013.7,
11.4,5.6,13.0,2.0,,,14.9,,1020.0,
10.7,7.8,14.1,0.0,,,14.4,,1013.4,
11.7,7.6,16.0,0.0,,143.0,12.9,,1004.9,
15.6,9.9,21.0,,,,10.2,,,
14.1,9.0,19.0,,,,9.5,,1014.5,
15.9,10.3,18.0,,,,12.0,,,
18.2,14.0,23.0,,,,10.2,,,
16.8,12.0,22.0,,,,8.6,,1016.0,
16.3,12.3,21.0,,,329.0,13.2,,1011.1,
15.0,13.0,18.4,,,334.0,20.1,,1012.8,
17.7,12.2,22.0,,,,11.0,,,
18.4,15.0,25.0,,,,11.7,,,
15.6,12.0,20.5,,,119.0,14.6,,,
12.2,11.6,17.0,20.6,,96.0,14.3,,1004.7,
11.3,8.1,15.0,27.9,,323.0,32.6,,993.7,
18.9,8.7,22.6,25.7,,278.0,14.4,,,
12.1,9.5,18.0,0.3,,117.0,18.6,,1007.6,
14.8,9.5,18.0,,,,14.0,,1008.4,
16.2,12.0,21.0,,,,12.6,,1016.8,
18.4,11.8,22.0,,,,10.4,,1015.1,
16.6,13.4,22.0,,,,9.2,,,
17.7,13.0,24.0,,,,9.9,,,
19.4,11.9,24.0,,,,13.5,,1005.9,
12.7,9.0,21.0,2.8,,255.0,21.6,,1008.9,
17.3,8.8,22.0,,,280.0,11.0,,1022.1,
13.2,9.9,18.0,10.2,,,9.5,,,
14.3,9.1,18.0,10.7,,,11.0,,1011.0,
21.1,13.6,24.3,2.0,,,,,1008.2,
23.7,17.0,28.0,0.0,,,,,1012.2,
20.9,17.4,26.0,,,,13.2,,1016.0,
18.6,14.0,24.0,,,,11.4,,1017.5,
19.7,14.0,25.0,,,,9.8,,1018.2,
22.1,16.0,29.0,,,,6.3,,1019.0,
21.9,17.0,27.0,,,,7.5,,1015.7,
